APPROACH TYPE,TOPIC_LEVEL_1 / ROLE_NAME,CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
role-based,s2: digital & web strategist,core responsibilities,digital transformation,legacy system modernization,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,process digitization,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,digital integration,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,change management,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,digital innovation,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,technology roadmapping,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,digital maturity assessment,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,stakeholder alignment,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,digital culture development,,
role-based,s2: digital & web strategist,core responsibilities,website management,website performance,,
role-based,s2: digital & web strategist,core responsibilities,website management,content management,,
role-based,s2: digital & web strategist,core responsibilities,website management,website maintenance,,
role-based,s2: digital & web strategist,core responsibilities,website management,seo strategy,,
role-based,s2: digital & web strategist,core responsibilities,website management,web analytics,,
role-based,s2: digital & web strategist,core responsibilities,website management,website security,,
role-based,s2: digital & web strategist,core responsibilities,website management,mobile optimization,,
role-based,s2: digital & web strategist,core responsibilities,website management,website testing,,
role-based,s2: digital & web strategist,core responsibilities,website management,performance monitoring,,
role-based,s2: digital & web strategist,core responsibilities,website management,website auditing,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,wordpress,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,drupal,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,joomla,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,shopify,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,squarespace,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,wix,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,webflow,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,magento,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,bigcommerce,,
role-based,s2: digital & web strategist,tools & technologies,web development platforms,woocommerce,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,contentful,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,strapi,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,sanity,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,ghost,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,craft cms,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,sitecore,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,adobe experience manager,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,kentico,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,umbraco,,
role-based,s2: digital & web strategist,tools & technologies,cms & content platforms,episerver,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,figma,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,sketch,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,adobe xd,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,invision,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,axure rp,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,balsamiq,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,marvel app,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,framer,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,principle,,
role-based,s2: digital & web strategist,tools & technologies,design & prototyping,zeplin,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,google analytics,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,adobe analytics,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,hotjar,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,crazy egg,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,optimizely,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,google optimize,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,vwo,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,unbounce,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,fullstory,,
role-based,s2: digital & web strategist,tools & technologies,analytics & testing,logrocket,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,google pagespeed insights,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,gtmetrix,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,pingdom,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,new relic,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,webpagetest,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,lighthouse,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,uptime robot,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,statuscake,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,site24x7,,
role-based,s2: digital & web strategist,tools & technologies,performance & monitoring,datadog,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,screaming frog,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,semrush,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,ahrefs,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,moz,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,yoast seo,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,google search console,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,brightedge,,
role-based,s2: digital & web strategist,tools & technologies,seo & content tools,conductor,,
